n_documento,f_documento,f_recepcion,url_documento,usuario_registro,fecha_registro
OFICIO N° 000284-2021-INEI-JEF,2021-04-29,2020-01-01,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/2a4cd8d6-45bc-4a95-b947-029b77ab928a/OFICIO%20N%c2%b0%20000284-2021-INEI-JEF.pdf,1,2026-03-27
RESOLUCIÓN JEFATURAL N° 193-2023-INEI,2023-05-17,2023-05-17,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/02fb006a-dde8-4b63-b224-c3cdd055d501/RESOLUCI%c3%93N%20JEFATURAL%20N%c2%b0%20193-2023-INEI.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 006-2022-MINEDU,2022-01-05,2024-12-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f25710e7-23a4-4892-8045-6c2f1f1aa83e/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20006-2022-MINEDU.pdf,1,2026-03-27
OFICIO N° 0003-2025-MIDAGRI-INIA-GG-UTI,2025-09-02,2025-09-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/3a6945f3-b778-4fd9-9b01-40488b8f21d5/OFICIO%20N%c2%b0%200003-2025-MIDAGRI-INIA-GG-UTI.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 015-2018-MINEDU,2018-01-15,2025-08-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a527a59b-2c79-4e6d-bb87-13a7a43d4263/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20015-2018-MINEDU.pdf,1,2026-03-27
RESOLUCIÓN DIRECTORAL N° 061-18-IPEN-EJEC,2018-11-27,2018-11-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/4c2d0ce7-c341-4d73-a52d-3eca0ad3f7e7/RESOLUCI%c3%93N%20DIRECTORAL%20N%c2%b0%20061-18-IPEN-EJEC.pdf,1,2026-03-27
MEMORANDO N° 000095-2021-GG-IPD,2021-09-14,2025-08-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/637c3816-3563-4781-bc09-40369a3b3550/MEMORANDO%20N%c2%b0%20000095-2021-GG-IPD.pdf,1,2026-03-27
RESOLUCIÓN DE SECRETARÍA GENERAL N° 023-2022-ITP-SG,2022-04-26,2022-04-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/2ad4eb68-c774-4deb-ad04-9f5dd0d19af6/RESOLUCI%c3%93N%20DE%20SECRETAR%c3%8dA%20GENERAL%20N%c2%b0%20023-2022-ITP-SG.pdf,1,2026-03-27
OFICIO N° 000389-2025-IRTP-GG,2025-10-23,2025-10-31,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/deb6be13-6302-409a-853a-7ba72b2e2d1e/OFICIO%20N%c2%b0%20000389-2025-IRTP-GG.pdf,1,2026-03-27
OFICIO N° 2256-DG-INR-2023,2023-12-28,2024-04-15,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b788f200-9736-4d1b-b03f-a435ad37e12c/OFICIO%20N%c2%b0%202256-DG-INR-2023.pdf,1,2026-03-27
OFICIO N° 001138-2025-DG-INSNSB,2025-09-10,2025-09-15,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/fe47e7d3-28d7-4aa0-a9a0-6c76de07b92a/OFICIO%20N%c2%b0%20001138-2025-DG-INSNSB.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA N° 054-2022-IPD-P,2022-04-12,2024-12-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/d0bf94c7-74a0-43ed-8597-28833511d18f/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20N%c2%b0%20054-2022-IPD-P.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA N° 000063-2025-ITP-DE,2025-04-01,2025-04-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b06cc97d-f1da-4650-b223-4efe0b2d064e/RESOLUCI%c3%93N%20EJECUTIVA%20N%c2%b0%20000063-2025-ITP-DE.pdf,1,2026-03-27
OFICIO N° 0535-2025-JUS-SG,2025-02-07,2025-02-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/bcb2a64e-2c37-45ee-a252-ebe8f3f00b5f/OFICIO%20N%c2%b0%200535-2025-JUS-SG.pdf,1,2026-03-27
OFICIO N° 000003-2023-OTI,2023-02-20,2021-03-30,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6f40a540-cb82-4b75-af9c-514f31afb91e/OFICIO%20N%c2%b0%20000003-2023-OTI.pdf,1,2026-03-27
RESOLUCIÓN N° 000035-2026-P-JNE,2026-02-13,2026-02-19,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/dc5a478a-1300-4026-853f-964b70e7abd3/RESOLUCI%c3%93N%20N%c2%b0%20000035-2026-P-JNE.pdf,1,2026-03-27
OFICIO N° 472-2017-MINCETUR-SG,2017-06-26,2025-08-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b5764120-55f4-4b70-8851-3babb57f98bc/OFICIO%20N%c2%b0%20472-2017-MINCETUR-SG.pdf,1,2026-03-27
OFICIO N° 0995-31,2025-02-04,2025-02-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/42bed10b-9070-4212-a6fc-2cf9cac4b7e9/OFICIO%20N%c2%b0%200995-31.pdf,1,2026-03-27
OFICIO N° 1698-31,2025-02-25,2025-03-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b90142dd-3cda-44e2-88e8-d98f38d79175/OFICIO%20N%c2%b0%201698-31.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 307-2024-GORE-ICA-GR,2024-05-22,2024-12-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/83d5bdcd-6862-4780-8bab-b45d1242223b/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20307-2024-GORE-ICA-GR.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 0012-2021-MIDAGRI,2021-01-15,2025-08-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a3faf687-c36d-4d08-b693-b161e9c3dee5/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%200012-2021-MIDAGRI.pdf,1,2026-03-27
OFICIO N° 00171-2026-MINEDU-SPE-OSEE-UE,2026-02-05,2026-02-16,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9d150d14-11fc-4296-b480-6041db5e1d51/OFICIO%20N%c2%b0%2000171-2026-MINEDU-SPE-OSEE-UE.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 002-2022-MINCETUR,2022-01-05,2024-12-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/2259ec71-f317-484e-9535-90309aeb7a95/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20002-2022-MINCETUR.pdf,1,2026-03-27
OFICIO N° 003-2025-MINCETUR-SG-OGI-OI,2025-03-12,2025-03-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/c2977601-06d1-4b77-94af-42b04527c652/OFICIO%20N%c2%b0%20003%20-%202025%20-%20MINCETUR-SG-OGI-OI.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 000136-2022-DM-MC,2022-05-11,2024-12-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/7d188827-cb42-4847-b5e0-75b9678ddc68/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20000136-2022-DM-MC.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 0005-2022-MIDAGRI,2022-01-18,2024-12-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a3560a59-1af6-4e57-b306-e7c3f5c54c61/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%200005-2022-MIDAGRI.pdf,1,2026-03-27
OFICIO N° D001008-2021-MIDIS-DM,2021-12-30,2024-12-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/1b5141da-6815-4367-a695-6b687b586d1d/OFICIO%20N%c2%b0%20D001008-2021-MIDIS-DM.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA EJECUTIVA N° D000006-2026-OFIS-PE,2026-02-06,2026-02-06,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b5387dec-f715-46c0-8773-59aacdfa8ad8/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20EJECUTIVA%20N%c2%b0%20D000006-2026-OFIS-PE.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 354-2024-MINEM-DM,2024-09-06,2025-08-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6eb48f68-c352-4bac-9d32-258ba9986bef/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20354-2024-MINEM-DM.pdf,1,2026-03-27
OFICIO N°00048-2021-MINAM-VMDERN-DGOTA,2021-03-04,2022-09-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/fb8a4204-043d-4459-a7b3-89ab73b9330d/OFICIO%20N%c2%b000048-2021-MINAM-VMDERN-DGOTA.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 341-2021-EF-10,2021-11-26,2023-12-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ba7324e9-34b6-4c46-959c-e8f4771d78bb/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20341-2021-EF-10.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 249-2021-MINAM,2021-12-29,2024-12-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/51678891-a95a-44f3-a6d3-6a9017525f93/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20249-2021-MINAM.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 0150-2020-JUS,2020-06-12,2020-06-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/02384745-c2e0-4969-ad2e-29fbda73a168/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%200150-2020-JUS.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 00061-2025-MINAM,2025-02-27,2025-03-19,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/002ffa07-f192-4370-958f-ee48dedff395/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%2000061-2025-MINAM.pdf,1,2026-03-27
OFICIO N° 00087-2022-MINEDU-SPE-OTIC,2022-02-08,2022-02-08,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9b7ca95d-1434-47e8-bae8-b4cdf3cc9111/OFICIO%20N%c2%b0%2000087-2022-MINEDU-SPE-OTIC.pdf,1,2026-03-27
OFICIO N° 00452-2025-MINEDU-SPE-OSEE-UE,2025-03-27,2025-04-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/565734fb-ed97-4d48-a48e-1eef5e4ef301/OFICIO%20N%c2%b0%2000452-2025-MINEDU-SPE-OSEE-UE.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 391-2023-MIMP,2023-12-06,2023-12-06,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/4bdae4eb-194c-4cf8-be30-9d4036724e59/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20391-2023-MIMP.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 107-2017-PRODUCE,2017-03-09,2017-03-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b8d9cd10-be83-4f0f-bd31-156754ef69c1/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20107-2017-PRODUCE.pdf,1,2026-03-27
RESOLUCIÓN SECRETARÍA GENERAL N° 0881-RE,2017-05-18,2017-05-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6ca1c0d3-2641-412d-967f-bcd54115866b/RESOLUCI%c3%93N%20SECRETAR%c3%8dA%20GENERAL%20N%c2%b0%200881-RE.pdf,1,2026-03-27
MEMORANDO N° 005-2021-OGEI-OGTI-MINSA,2021-04-07,2021-04-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/0ce994a5-d739-46fd-beb0-99b2b2132849/MEMORANDO%20N%c2%b0%20005-2021-OGEI-OGTI-MINSA.pdf,1,2026-03-27
MEMORANDO N° 0058-2023-MTPE-413,2023-02-22,2023-02-22,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/0d4ae9ea-4851-4d15-9fdb-9f94b2ebac86/MEMORANDO%20N%c2%b0%200058-2023-MTPE-413.pdf,1,2026-03-27
OFICIO N° 064-2025-MINEM-SG-OGA,2025-04-29,2025-04-29,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9f1b8d2e-44e2-4477-89da-cd5932979836/OFICIO%20N%c2%b0%20064-2025-MINEM-SG-OGA.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 487-2023-MINEM-DM,2023-11-30,2024-12-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/21e4f7dc-9bb9-4b3f-976c-7bc13b5b6704/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20487-2023-MINEM-DM.pdf,1,2026-03-27
OFICIO N° 283-2019-MDA-A,2019-06-25,2019-06-25,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/cd87b839-6db2-45f5-8fa9-14807ecd20d3/OFICIO%20N%c2%b0%20283-2019-MDA-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 098-2024-ALC-MDA-PH,2024-12-03,2025-06-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/440f268c-7c2b-4078-b11e-3a186d568f06/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20098-2024-ALC-MDA-PH.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 0268-2021-JUS,2021-12-30,2024-12-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/00f590b8-4cd2-44b2-8807-ff0cf3c8403e/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%200268-2021-JUS.PDF,1,2026-03-27
OFICIO N° 4240-2024-JUS-SG,2024-10-28,2023-03-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f22fea18-ec9e-4ab8-9618-22a3dc4ca2b6/OFICIO%20N%c2%b0%204240-2024-JUS-SG.pdf,1,2026-03-27
OFICIO N° 256-2021-MDA-A,2021-12-07,2022-06-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/92780af3-ae67-4041-a196-b8acd2ae715b/OFICIO%20N%c2%b0%20256-2021-MDA-A.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 000258-2025-MIMP,2025-07-18,2025-08-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ab61543d-d991-4cfc-90ec-100686076131/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20000258-2025-MIMP.pdf,1,2026-03-27
OFICIO N° 0656-2020-MDA-A,2020-12-01,2020-10-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9755ce5e-7d87-42f6-a9cb-09e6b4d8bebf/OFICIO%20N%c2%b0%200656-2020-MDA-A.pdf,1,2026-03-27
OFICIO N° 240-2024-MDA-GM,2024-08-16,2026-03-25,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/886f0cda-90cb-4873-a57f-c160a2550346/OFICIO%20N%c2%b0%20240-2024-MDA-GM.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 00407-2022-PRODUCE,2022-12-06,2024-12-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ea22f632-3fc7-491b-b897-07a19abb1ba7/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%2000407-2022-PRODUCE.pdf,1,2026-03-27
OFICIO N° 14-2025-VIVIENDA-SG-OGEI,2025-04-29,2025-05-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/51018764-3bb5-40c3-8f8a-6de033abe25d/OFICIO%20N%c2%b0%2014-2025-VIVIENDA-SG-OGEI.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 261-2018-MINAM,2018-07-11,2018-07-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/06c17842-8f97-43e9-b7ef-600a1c69ffd0/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20261-2018-MINAM.pdf,1,2026-03-27
OFICIO Nº 00000008-2020-PRODUCE-OGTI,2020-10-30,2020-10-30,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/4f0edfee-0109-42d4-b89c-2c274896b35f/OFICIO%20N%c2%ba%2000000008-2020-PRODUCE-OGTI.pdf,1,2026-03-27
OFICIO N° 333-2021-MDB-GM,2021-12-23,2022-10-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/2ac44651-38b9-4d0b-aed6-cb0e1690a605/OFICIO%20N%c2%b0%20333-2021-MDB-GM.pdf,1,2026-03-27
MEMORANDO N° 000879-2020-IN-OGTIC,2020-11-18,2020-11-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/29cb6e08-4ae2-49ad-ae23-4b2a19747895/MEMORANDO%20N%c2%b0%20000879-2020-IN-OGTIC.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 206-2020-MDB,2020-07-13,2020-07-13,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/44d1fafa-9da5-4a75-bca9-d214f1a58a9c/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20206-2020-MDB.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 593-2022-MDB,2022-09-08,2022-09-08,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/651b8938-0807-4e0a-9063-2cdac78fba25/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20593-2022-MDB.pdf,1,2026-03-27
RESOLUCIÓN DE LA FISCALIA DE LA NACIÓN N° 1967-2021-MP-FN,2021-12-30,2021-12-30,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/89ef8c4b-352c-42b8-9173-ece18b01776e/RESOLUCI%c3%93N%20DE%20LA%20FISCALIA%20DE%20LA%20NACI%c3%93N%20N%c2%b0%201967-2021-MP-FN.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDIA N° 089-2021-MDA,2021-09-16,2021-09-16,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/af3c16a8-2cae-4a1e-8b38-d9883bb3acb4/RESOLUCI%c3%93N%20DE%20ALCALDIA%20N%c2%b0%20089-2021-MDA.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 128-2020-MDASA,2020-11-10,2020-11-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/7c0e0e23-580e-4c50-8d3f-52b226dbd839/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20128-2020-MDASA.pdf,1,2026-03-27
OFICIO N° 070-2021-MCV-ALC,2021-12-06,2022-06-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/79f880ad-ac36-4072-ae87-11d64332e1ab/OFICIO%20N%c2%b0%20070-2021-MCV-ALC.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 0361-RE,2022-06-16,2024-12-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/d51c7496-ce1c-46a9-843f-803e18c3122a/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%200361-RE.pdf,1,2026-03-27
OFICIO N° 038-2024-GM-MDCV,2024-10-24,2024-11-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/bbdfec84-0a0e-416f-bf36-c0263e415dd0/OFICIO%20N%c2%b0%20038-2024-GM-MDCV.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 0653-2024,2024-09-03,2024-09-03,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f7439d26-6f17-40c5-a910-11610abcb99b/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%200653-2024.pdf,1,2026-03-27
OFICIO N° 018-2025-MDA-GM,2025-06-30,2025-07-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/107eb08a-780d-46aa-bd5f-6125ca37b42f/OFICIO%20N%c2%b0%20018-2025-MDA-GM.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 043-2025-MINSA,2025-01-24,2025-05-08,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f368c31c-8f6a-4e5f-a54f-63daafc70884/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20043-2025-MINSA.pdf,1,2026-03-27
OFICIO N° 144-2025-GM-MDC,2025-10-07,2025-10-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/18f2d6ab-8f80-453d-979c-83e5a12349d5/OFICIO%20N%c2%b0%20144-2025-GM-MDC.pdf,1,2026-03-27
OFICIO N° 119-2024-ALC-MDCLR,2024-11-06,2024-11-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/132617a0-5e51-4f48-a807-218070829553/OFICIO%20N%c2%b0%20119-2024-ALC-MDCLR.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 053-2023-MDCLR,2023-02-07,2023-02-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/7cc7566c-b872-4073-9d34-39b113d06aeb/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20053-2023-MDCLR.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 129-2024-MDCLR,2024-10-22,2024-10-22,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ff9c7c7c-44b1-4850-a51b-051d3d43ff97/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20129-2024-MDCLR.pdf,1,2026-03-27
OFICIO N° 0713-2023-MTPE-4,2023-03-23,2021-01-31,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ca17f8cd-cf4c-423c-b77d-7b9a2a22bf8e/OFICIO%20N%c2%b0%200713-2023-MTPE-4.pdf,1,2026-03-27
OFICIO N° 336-2025-ALC-MDCLR,2025-07-24,2025-08-13,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b0ef33c9-9697-46dd-9c6b-071436d4bba1/OFICIO%20N%c2%b0%20336-2025-ALC-MDCLR.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 0107-2023-A-MDB,2023-07-03,2023-07-03,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/45839c55-7ca5-4138-81a5-3e84a00e5119/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%200107-2023-A-MDB.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL N° 274-2021-TR,2021-12-31,2024-12-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/422d64c6-cb5e-4aca-8549-d6d0f28d1866/RESOLUCI%c3%93N%20MINISTERIAL%20N%c2%b0%20274-2021-TR.pdf,1,2026-03-27
OFICIO N° 174-2024-MDC-GM,2024-11-21,2024-11-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/83d9b8be-c5a4-464d-bde5-a14830d6c232/OFICIO%20N%c2%b0%20174-2024-MDC-GM.pdf,1,2026-03-27
OFICIO N° 160-2024-A-MDBU,2024-05-15,2024-05-15,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/e89ab969-58c1-4ebf-b68a-1448afc845fa/OFICIO%20N%c2%b0%20160-2024-A-MDBU.PDF,1,2026-03-27
OFICIO N° 338-2021-MDB-GM,2021-12-30,2021-12-30,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/37d55cbb-f908-44d4-ba65-3ef689d2e18a/OFICIO%20N%c2%b0%20338-2021-MDB-GM.pdf,1,2026-03-27
OFICIO N° 037-2022-MDCHH-A,2022-03-25,2022-07-08,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/3891e6e4-17e7-4ae3-be86-d3aaa603a74f/OFICIO%20N%c2%b0%20037-2022-MDCHH-A.pdf,1,2026-03-27
RESOLUCIÓN MINISTERIAL 1310-2021-MTC,2021-12-20,2021-09-08,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/81cbcce0-65bf-4e9e-a72e-733d2592e1db/RESOLUCI%c3%93N%20MINISTERIAL%201310-2021-MTC.pdf,1,2026-03-27
OFICIO N° 0386-2023-MDCHB,2023-12-28,2024-09-20,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ce1b7cd1-e209-4be1-ba67-4d6ec4be3c3c/OFICIO%20N%c2%b0%200386-2023-MDCHB.pdf,1,2026-03-27
